UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
6729,5055,1,301.5,310.9,1891,23.2,122,0
6730,665,0,301.5,310.9,1524,40.4,124,0
6731,9014,2,301.6,311.0,1431,42.3,129,0
6732,5056,1,301.6,310.9,1385,51.2,132,0
6733,5057,1,301.7,311.0,1503,44.8,134,0
6734,9015,2,301.7,311.0,1311,46.8,136,0
6735,9016,2,301.6,310.9,1575,40.1,139,0
6736,5058,1,301.6,311.0,1485,40.1,142,0
6737,5059,1,301.7,311.0,1527,42.2,144,0
6738,9017,2,301.7,311.0,1537,33.5,146,0
6739,666,0,301.8,311.1,1463,50.1,149,0
6740,5060,1,301.7,311.2,1482,43.6,154,0
6741,5061,1,301.8,311.2,1417,55.9,156,0
6742,9018,2,301.7,311.1,1506,39.5,158,0
6743,667,0,301.7,311.2,1639,30.0,161,0
6744,5062,1,301.7,311.2,1418,38.0,166,0
6745,9019,2,301.7,311.0,1298,58.1,168,0
6746,9020,2,301.8,311.1,1395,44.6,171,0
6747,9021,2,301.7,311.1,1578,40.5,174,0
6748,9022,2,301.8,311.1,1597,29.8,177,0
6749,668,0,301.7,311.0,2016,19.3,180,0
6750,5063,1,301.7,311.0,1585,35.9,185,0
6751,9023,2,301.7,311.0,1505,44.0,187,0
6752,9024,2,301.7,311.0,1505,37.1,190,0
6753,5064,1,301.6,310.9,1706,29.5,193,0
6754,5065,1,301.6,310.9,1385,50.7,195,0
6755,5066,1,301.8,311.1,1495,36.9,197,0
6756,9025,2,301.8,311.1,1663,31.6,199,0
6757,5067,1,301.8,311.2,1840,26.6,202,0
6758,5068,1,301.8,311.2,1822,26.2,204,0
6759,5069,1,301.7,311.1,1644,32.8,206,0
6760,5070,1,301.7,311.0,1441,44.3,208,1
6761,5071,1,301.5,310.9,1451,40.6,0,0
6762,5072,1,301.5,310.9,1400,50.8,2,0
6763,5073,1,301.4,310.8,1362,53.2,4,0
6764,9026,2,301.4,310.8,1782,26.5,6,0
6765,5074,1,301.4,310.9,1536,38.3,9,0
6766,5075,1,301.5,310.9,1580,32.3,11,0
6767,9027,2,301.4,311.0,1427,43.2,13,0
6768,5076,1,301.3,310.9,1509,41.7,16,0
6769,669,0,301.3,310.8,1434,39.5,18,0
6770,5077,1,301.2,310.8,1392,52.6,23,0
6771,9028,2,301.3,310.8,1509,40.1,25,0
6772,9029,2,301.2,310.7,1962,22.5,28,0
6773,5078,1,301.3,310.7,1536,39.3,31,0
6774,5079,1,301.3,310.8,1381,47.9,33,0
6775,670,0,301.2,310.7,1747,27.3,35,0
6776,5080,1,301.2,310.6,1670,30.0,40,0
6777,5081,1,301.3,310.6,1451,47.5,42,0
6778,5082,1,301.2,310.7,1951,21.3,44,0
6779,9030,2,301.3,310.7,1819,25.5,46,0
6780,9031,2,301.3,310.8,1372,54.2,49,0
6781,5083,1,301.3,310.8,1560,38.5,52,0
6782,9032,2,301.3,310.8,1494,35.3,54,0
6783,5084,1,301.3,310.8,1531,53.4,57,0
6784,5085,1,301.3,310.8,1450,46.9,59,0
6785,9033,2,301.3,310.7,1391,52.5,61,0
6786,5086,1,301.2,310.6,1389,45.3,64,0
6787,5087,1,301.2,310.6,1409,50.9,66,0
6788,671,0,301.1,310.6,1388,58.5,68,0
6789,9034,2,301.1,310.6,1410,43.9,73,0
6790,9035,2,301.1,310.5,1646,30.7,76,0
6791,9036,2,301.1,310.7,2219,16.7,79,0
6792,5088,1,301.2,310.7,1551,41.2,82,0
6793,5089,1,301.2,310.6,1811,24.0,84,0
6794,5090,1,301.3,310.7,1608,31.4,86,0
6795,5091,1,301.3,310.8,1428,55.2,88,0
6796,5092,1,301.4,310.8,1477,50.4,90,0
6797,9037,2,301.3,310.7,1300,58.3,92,0
6798,9038,2,301.2,310.7,1615,34.9,95,0
6799,5093,1,301.2,310.7,1676,32.4,98,0
6800,9039,2,301.1,310.7,2636,12.2,100,1
6801,9040,2,301.1,310.6,1310,48.8,103,0
6802,5094,1,301.1,310.7,1334,48.2,106,0
6803,9041,2,301.1,310.7,1621,31.0,108,0
6804,9042,2,301.1,310.7,1367,43.4,111,0
6805,5095,1,301.0,310.6,1588,33.7,114,0
6806,9043,2,301.0,310.7,1497,37.6,116,0
6807,5096,1,301.1,310.8,1608,32.9,119,0
6808,5097,1,301.0,310.8,1549,41.4,121,0
6809,5098,1,301.0,310.7,1391,45.0,123,0
6810,5099,1,300.9,310.8,1490,38.1,125,0
6811,5100,1,301.0,310.7,1727,34.5,127,0
6812,5101,1,300.9,310.6,1504,46.4,129,0
6813,5102,1,300.9,310.6,1350,53.8,131,0
6814,9044,2,300.9,310.7,1420,43.0,133,0
6815,672,0,300.8,310.6,1465,44.1,136,0
6816,5103,1,300.9,310.7,1427,44.1,141,0
6817,5104,1,300.9,310.7,1477,43.2,143,0
6818,9045,2,301.0,310.7,1493,48.1,145,0
6819,9046,2,301.0,310.7,1657,29.9,148,0
6820,5105,1,300.9,310.7,1359,46.0,151,0
6821,5106,1,300.8,310.6,1551,34.5,153,0
6822,9047,2,300.8,310.6,1545,37.5,155,0
6823,9048,2,300.9,310.6,1709,29.2,158,0
6824,9049,2,300.9,310.7,1268,56.3,161,0
6825,5107,1,300.9,310.7,1740,25.3,164,0
6826,5108,1,301.0,310.9,1828,25.1,166,0
6827,5109,1,301.0,310.9,1822,21.6,168,0
6828,9050,2,301.0,310.9,1515,41.8,170,0
6829,5110,1,301.0,310.9,1392,52.9,173,0
6830,673,0,300.9,310.9,1474,35.7,175,0
6831,9051,2,301.0,310.9,1359,53.4,180,0
6832,5111,1,301.1,311.0,1565,52.3,183,0
6833,9052,2,301.1,311.1,1384,42.5,185,0
6834,5112,1,301.1,311.1,1387,53.1,188,0
6835,5113,1,301.1,311.0,1378,51.1,190,0
6836,5114,1,301.0,310.9,1809,25.7,192,0
6837,674,0,301.1,311.0,1339,52.8,194,0
6838,9053,2,301.0,311.0,1423,38.6,199,0
6839,5115,1,301.1,311.1,1570,41.6,202,0
6840,5116,1,301.2,311.2,1558,34.1,204,0
6841,5117,1,301.1,311.1,1799,21.7,206,0
6842,9054,2,301.1,311.2,1591,35.0,208,0
6843,5118,1,301.2,311.2,1635,29.6,211,0
6844,5119,1,301.3,311.3,1509,42.5,213,0
6845,9055,2,301.3,311.4,1838,23.2,215,0
6846,9056,2,301.3,311.5,1648,32.4,0,0
6847,9057,2,301.2,311.5,1498,49.5,3,0
6848,5120,1,301.2,311.4,1757,28.0,6,0
6849,9058,2,301.1,311.3,1389,53.3,8,0
6850,5121,1,301.1,311.3,1498,37.6,11,0
6851,9059,2,301.0,311.2,1521,35.8,13,0
6852,9060,2,301.0,311.2,1394,41.3,16,0
6853,675,0,301.0,311.2,1602,32.7,19,0
6854,5122,1,300.9,311.1,1417,40.7,24,0
6855,5123,1,301.0,311.2,1511,42.9,26,0
6856,9061,2,301.1,311.3,1654,30.7,28,0
6857,9062,2,301.1,311.3,1836,22.8,31,0
6858,5124,1,301.1,311.3,1622,35.6,34,0
6859,5125,1,301.0,311.2,1467,45.4,36,0
6860,9063,2,301.1,311.3,1909,22.7,38,0
6861,5126,1,301.1,311.2,1910,20.2,41,0
6862,676,0,301.1,311.3,2207,16.6,43,0
6863,9064,2,301.1,311.2,1384,49.4,48,0
6864,5127,1,301.1,311.3,1630,29.5,51,0
6865,5128,1,301.1,311.3,1268,60.0,53,0
6866,5129,1,301.1,311.4,1531,38.7,55,0
6867,9065,2,301.0,311.3,1454,41.5,57,0
6868,5130,1,301.0,311.3,1342,50.9,60,0
6869,5131,1,301.0,311.2,1363,46.3,62,0
6870,5132,1,301.0,311.2,1412,42.1,64,0
6871,677,0,301.0,311.3,1597,39.2,66,0
6872,5133,1,301.0,311.3,1349,47.0,71,0
6873,5134,1,301.0,311.3,1472,35.3,73,0
6874,5135,1,301.0,311.4,1478,39.5,75,0
6875,678,0,300.9,311.3,1295,58.9,77,0
6876,9066,2,300.8,311.2,1592,32.9,82,0
6877,5136,1,300.8,311.2,1430,54.4,85,0
6878,9067,2,300.8,311.2,1488,40.1,87,0
6879,679,0,300.9,311.2,1518,35.0,90,0
6880,680,0,300.8,311.2,2237,17.0,95,0
6881,9068,2,300.9,311.3,1801,24.6,100,0
6882,5137,1,301.0,311.4,1573,37.6,103,0
6883,5138,1,300.9,311.4,2073,21.4,105,0
6884,5139,1,300.9,311.3,1953,19.4,107,0
6885,5140,1,300.8,311.2,1492,39.0,109,0
6886,5141,1,300.8,311.2,1397,48.7,111,0
6887,9069,2,300.8,311.3,1465,43.2,113,0
6888,5142,1,300.8,311.3,1782,26.9,116,0
6889,9070,2,300.9,311.4,1434,45.4,118,0
6890,681,0,300.9,311.4,1387,42.7,121,0
6891,9071,2,300.9,311.4,1532,41.5,126,0
6892,5143,1,300.9,311.5,1505,41.1,129,0
6893,5144,1,301.0,311.6,1440,43.3,131,0
6894,5145,1,301.0,311.6,1470,43.4,133,0
6895,5146,1,301.1,311.7,1408,46.3,135,0
6896,9072,2,301.0,311.6,1357,45.6,137,0
6897,9073,2,301.0,311.6,1454,40.0,140,0
6898,5147,1,301.0,311.6,1352,63.5,143,0
6899,9074,2,301.0,311.6,1448,43.9,145,0
6900,5148,1,300.9,311.6,1671,33.5,148,0
6901,5149,1,301.0,311.7,1670,31.3,150,0
6902,5150,1,301.0,311.7,1547,34.5,152,0
6903,5151,1,301.0,311.6,1461,40.6,154,0
6904,9075,2,301.0,311.6,1609,35.8,156,0
6905,9076,2,300.9,311.5,1704,31.3,159,0
6906,9077,2,301.0,311.5,1550,34.9,162,0
6907,9078,2,301.0,311.5,1530,43.9,165,0
6908,5152,1,300.9,311.3,1449,40.2,168,0
6909,5153,1,300.9,311.3,1613,32.7,170,0
6910,5154,1,300.8,311.2,1376,48.1,172,0
6911,5155,1,300.8,311.2,1434,45.6,174,0
6912,5156,1,300.8,311.1,1480,41.1,176,0
6913,9079,2,300.8,311.2,1634,31.9,178,0
6914,5157,1,300.8,311.2,1481,38.5,181,0
6915,682,0,300.9,311.3,1668,28.9,183,0
6916,5158,1,301.0,311.4,1484,36.2,188,0
6917,9080,2,300.9,311.3,1603,31.8,190,0
6918,5159,1,301.0,311.4,1481,37.5,193,0
6919,5160,1,301.0,311.5,1559,31.8,195,0
6920,5161,1,301.0,311.5,1444,39.8,197,0
6921,9081,2,301.2,311.6,1423,48.0,199,0
6922,5162,1,301.1,311.6,1432,48.1,202,0
6923,5163,1,301.2,311.7,1463,48.3,204,0
6924,5164,1,301.2,311.7,1433,49.3,206,0
6925,5165,1,301.2,311.6,1461,52.9,208,1
6926,9082,2,301.1,311.6,1266,55.5,210,0
6927,683,0,301.1,311.6,1417,53.4,0,0
6928,5166,1,301.1,311.6,1488,43.4,5,0
6929,5167,1,301.1,311.7,1816,24.5,7,0
6930,9083,2,301.0,311.6,1301,55.0,9,0
6931,9084,2,300.9,311.5,1836,21.8,12,0
6932,9085,2,300.8,311.4,1521,39.9,15,0
6933,5168,1,300.8,311.4,1322,67.2,18,1
6934,5169,1,300.8,311.4,1492,40.6,20,0
6935,5170,1,300.8,311.4,1536,40.9,22,0
6936,5171,1,300.7,311.2,1878,24.3,24,0
6937,5172,1,300.6,311.1,1471,40.7,26,0
6938,684,0,300.6,311.1,1452,40.2,28,0
6939,5173,1,300.7,311.2,1452,44.4,33,0
6940,9086,2,300.7,311.3,1348,53.0,35,0
6941,685,0,300.8,311.4,1453,44.6,38,0
6942,5174,1,300.8,311.4,1316,57.6,43,0
6943,9087,2,300.8,311.4,1732,26.9,45,0
6944,5175,1,300.7,311.3,1522,35.2,48,0
6945,9088,2,300.7,311.3,1487,39.8,50,0
6946,9089,2,300.8,311.4,1852,22.2,53,0
6947,5176,1,300.7,311.2,1486,46.8,56,0
6948,9090,2,300.7,311.3,1562,37.1,58,0
6949,5177,1,300.7,311.2,1457,51.4,61,0
6950,9091,2,300.7,311.2,1769,26.5,63,0
6951,686,0,300.7,311.3,1374,53.1,66,0
6952,5178,1,300.8,311.3,1524,43.5,71,0
6953,5179,1,300.8,311.3,1498,40.2,73,0
6954,5180,1,300.8,311.3,1462,41.4,75,0
6955,9092,2,300.8,311.2,1429,52.3,77,0
6956,5181,1,300.7,311.2,1399,47.9,80,0
6957,9093,2,300.8,311.2,1434,39.1,82,0
6958,5182,1,300.7,311.1,1324,52.2,85,0
6959,5183,1,300.6,311.0,1563,40.7,87,0
6960,5184,1,300.6,311.0,1543,34.7,89,0
6961,5185,1,300.7,311.0,1413,52.0,91,0
6962,9094,2,300.7,311.0,1378,41.2,93,0
6963,9095,2,300.7,311.1,1373,49.9,96,0
6964,687,0,300.7,311.0,1981,19.9,99,0
6965,9096,2,300.7,311.0,1263,52.3,104,0
6966,5186,1,300.7,311.0,1312,52.1,107,0
6967,5187,1,300.7,311.0,1969,20.7,109,0
6968,9097,2,300.8,311.2,1365,51.7,111,0
6969,5188,1,300.9,311.2,1789,25.5,114,0
6970,9098,2,300.8,311.1,1583,32.1,116,0
6971,5189,1,300.7,311.0,1436,44.9,119,0
6972,9099,2,300.7,311.0,1559,42.8,121,0
6973,5190,1,300.7,311.0,1377,49.9,124,0
6974,5191,1,300.7,311.0,1462,41.9,126,0
6975,5192,1,300.7,311.0,1318,48.2,128,0
6976,9100,2,300.7,311.0,1378,51.6,130,0
6977,5193,1,300.6,310.9,1344,46.7,133,0
6978,5194,1,300.7,311.1,2377,14.3,135,0
6979,5195,1,300.7,311.1,1427,50.3,137,0
6980,5196,1,300.9,311.2,1353,60.4,139,0
6981,5197,1,300.8,311.3,1505,45.5,141,0
6982,688,0,300.8,311.2,1612,32.5,143,0
6983,5198,1,300.7,311.1,1440,43.0,148,0
6984,9101,2,300.7,311.0,1334,53.9,150,0
6985,9102,2,300.7,311.0,1706,25.0,153,0
6986,689,0,300.8,311.1,1698,24.8,156,0
6987,5199,1,300.7,311.1,1688,30.7,161,0
6988,5200,1,300.7,311.1,2437,13.8,163,0
6989,5201,1,300.7,311.1,1478,46.8,165,0
6990,9103,2,300.7,311.1,1608,35.3,167,0
6991,5202,1,300.7,311.1,2478,13.4,170,1
6992,5203,1,300.8,311.1,1509,33.4,172,0
6993,5204,1,300.7,311.0,1596,36.9,174,0
6994,9104,2,300.7,311.0,1740,25.6,176,0
6995,5205,1,300.6,310.8,1375,53.2,179,0
6996,9105,2,300.6,310.7,1705,31.2,181,0
6997,9106,2,300.5,310.6,1621,32.0,184,0
6998,9107,2,300.6,310.7,1566,38.2,187,0
6999,9108,2,300.6,310.7,1388,42.9,190,0
7000,9109,2,300.6,310.7,1457,36.7,193,0
7001,9110,2,300.6,310.6,1463,45.5,196,0
7002,5206,1,300.5,310.5,1564,38.2,199,0
7003,690,0,300.5,310.6,1411,47.2,201,0
7004,5207,1,300.5,310.6,1540,46.7,206,0
7005,5208,1,300.5,310.6,1950,20.3,208,0
7006,9111,2,300.6,310.7,1339,52.9,0,0
7007,691,0,300.6,310.6,1419,39.6,3,0
7008,5209,1,300.5,310.6,1499,45.2,8,0
7009,5210,1,300.5,310.6,1368,49.6,10,0
7010,5211,1,300.5,310.5,1536,36.2,12,0
7011,9112,2,300.5,310.5,1469,42.9,14,0
7012,5212,1,300.5,310.5,2633,12.2,17,1
7013,5213,1,300.4,310.4,1298,61.4,19,0
7014,9113,2,300.4,310.4,1544,36.3,21,0
7015,692,0,300.5,310.5,1403,47.7,24,0
7016,5214,1,300.5,310.5,1452,42.9,29,0
7017,5215,1,300.6,310.5,1509,43.1,31,0
7018,9114,2,300.7,310.6,1474,37.0,33,0
7019,9115,2,300.7,310.7,1377,46.7,36,0
7020,5216,1,300.8,310.8,1741,27.1,39,0
7021,5217,1,300.8,310.8,1460,53.8,41,0
7022,693,0,300.7,310.6,1631,32.6,43,0
7023,5218,1,300.7,310.5,1561,33.2,48,0
7024,9116,2,300.7,310.6,1572,38.5,50,0
7025,5219,1,300.6,310.6,2127,18.7,53,0
7026,694,0,300.6,310.6,1448,44.7,55,0
7027,5220,1,300.6,310.7,1543,39.6,60,0
7028,5221,1,300.6,310.6,1508,34.8,62,0
7029,9117,2,300.6,310.6,1403,50.4,64,0
7030,5222,1,300.6,310.6,1454,39.7,67,0
7031,5223,1,300.7,310.8,1772,27.3,69,0
7032,5224,1,300.7,310.8,1479,49.1,71,0
7033,5225,1,300.7,310.9,1723,31.0,73,0
7034,9118,2,300.7,310.8,1469,46.4,75,0
7035,695,0,300.6,310.6,1830,26.2,78,0
7036,5226,1,300.6,310.6,1497,38.2,83,0
7037,5227,1,300.7,310.6,1540,52.7,85,0
7038,5228,1,300.6,310.6,1514,39.5,87,0
7039,5229,1,300.7,310.6,1654,34.2,89,0
7040,696,0,300.6,310.5,1519,37.0,91,0
7041,5230,1,300.7,310.6,1720,30.3,96,0
7042,5231,1,300.6,310.5,1470,37.7,98,0
7043,5232,1,300.6,310.5,1642,29.9,100,0
7044,9119,2,300.7,310.6,2006,19.1,102,0
7045,9120,2,300.7,310.6,1505,35.6,105,0
7046,9121,2,300.7,310.6,1609,27.6,108,0
7047,9122,2,300.7,310.5,1863,22.2,111,0
7048,5233,1,300.6,310.4,1401,42.6,114,0
7049,5234,1,300.6,310.4,2007,19.8,116,0
7050,5235,1,300.6,310.4,1494,47.3,118,0
7051,5236,1,300.6,310.4,1457,47.7,120,0
7052,5237,1,300.6,310.4,1556,37.7,122,0
7053,697,0,300.6,310.4,1510,42.8,124,0
7054,698,0,300.7,310.5,1567,38.7,129,0
7055,699,0,300.7,310.5,1476,43.1,134,0
7056,5238,1,300.8,310.6,1663,30.6,139,0
7057,9123,2,300.8,310.5,1409,50.6,141,0
7058,5239,1,300.8,310.6,1666,36.2,144,0
7059,5240,1,300.7,310.6,1520,45.9,146,0
7060,5241,1,300.6,310.5,1644,33.8,148,0
7061,700,0,300.6,310.4,1479,35.6,150,0
7062,5242,1,300.6,310.4,1446,49.7,155,0
7063,9124,2,300.6,310.4,1407,51.1,157,0
7064,5243,1,300.7,310.4,1234,51.7,160,0
7065,9125,2,300.8,310.5,1696,29.7,162,0
7066,5244,1,300.8,310.6,1384,52.9,165,0
7067,9126,2,300.8,310.7,1572,36.2,167,0
7068,9127,2,300.8,310.7,1386,42.1,170,0
7069,5245,1,300.8,310.7,1461,42.8,173,0
7070,5246,1,300.8,310.7,1525,39.4,175,0
7071,5247,1,300.7,310.7,1333,61.0,177,0
7072,701,0,300.7,310.6,1505,40.6,179,0
7073,9128,2,300.7,310.6,1439,41.7,184,0
7074,5248,1,300.7,310.6,1491,43.2,187,0
7075,9129,2,300.7,310.6,1488,39.2,189,0
7076,5249,1,300.7,310.5,1536,47.4,192,0
7077,5250,1,300.7,310.5,1960,21.0,194,0
7078,9130,2,300.7,310.5,1594,31.0,196,0
7079,5251,1,300.7,310.5,1357,52.6,199,0
7080,5252,1,300.7,310.5,1445,41.1,201,0
7081,5253,1,300.7,310.4,1543,47.3,203,0
7082,5254,1,300.7,310.4,1366,52.6,205,0
7083,5255,1,300.7,310.3,1458,40.0,207,0
7084,5256,1,300.7,310.4,1416,61.8,209,1
7085,5257,1,300.6,310.3,1794,24.4,211,0
7086,5258,1,300.6,310.3,1484,41.0,213,0
7087,5259,1,300.6,310.4,2514,13.4,215,0
7088,5260,1,300.6,310.3,1648,30.5,217,1
7089,9131,2,300.6,310.3,1614,32.7,0,0
7090,5261,1,300.6,310.2,1622,34.1,3,0
7091,9132,2,300.6,310.2,1478,40.1,5,0
7092,5262,1,300.6,310.2,1318,51.0,8,0
7093,5263,1,300.7,310.2,1493,35.9,10,0
7094,702,0,300.7,310.3,1369,50.7,12,0
7095,5264,1,300.6,310.2,1447,45.9,17,0
7096,5265,1,300.6,310.1,1485,49.9,19,0
7097,5266,1,300.6,310.2,1489,47.8,21,0
7098,9133,2,300.6,310.2,1233,52.3,23,0
7099,5267,1,300.7,310.2,1642,32.6,26,0
7100,9134,2,300.7,310.2,1373,44.1,28,0
7101,5268,1,300.7,310.2,1569,32.8,31,0
7102,5269,1,300.8,310.2,1850,22.8,33,0
7103,9135,2,300.8,310.3,1494,42.2,35,0
7104,703,0,300.8,310.3,1777,30.1,38,0
7105,5270,1,300.9,310.4,1454,43.1,43,0
7106,5271,1,300.9,310.4,1536,34.2,45,0
7107,5272,1,300.8,310.5,1482,39.0,47,0
7108,704,0,300.9,310.5,1512,41.2,49,0
7109,9136,2,300.8,310.5,1511,35.8,54,0
7110,5273,1,300.9,310.5,1599,40.5,57,0
7111,9137,2,300.8,310.4,1518,36.0,59,0
7112,9138,2,300.8,310.4,1450,39.4,62,0
7113,5274,1,300.9,310.4,1427,47.0,65,0
7114,5275,1,300.9,310.4,1561,32.7,67,0
7115,705,0,300.9,310.4,1457,43.8,69,0
7116,9139,2,301.0,310.6,1460,53.6,74,0
7117,5276,1,301.0,310.5,1601,33.2,77,0
7118,5277,1,300.9,310.5,1570,40.1,79,0
7119,5278,1,300.9,310.5,1565,35.9,81,0
7120,5279,1,301.0,310.5,1378,44.4,83,0
7121,5280,1,300.9,310.5,2288,16.1,85,0
7122,9140,2,300.9,310.4,1375,44.7,87,0
7123,5281,1,300.9,310.4,1788,27.8,90,0
7124,9141,2,300.9,310.4,1576,40.4,92,0
7125,9142,2,300.8,310.3,1868,24.5,95,0
7126,5282,1,300.7,310.1,1261,56.6,98,0
7127,9143,2,300.6,310.0,1542,33.9,100,0
7128,5283,1,300.6,310.0,1438,53.8,103,0
7129,5284,1,300.6,310.0,1511,36.9,105,0
7130,5285,1,300.6,310.0,1635,31.0,107,0
7131,5286,1,300.6,309.9,1428,48.8,109,0
7132,9144,2,300.5,309.8,1410,44.4,111,0
7133,5287,1,300.5,309.9,1423,47.9,114,0
7134,9145,2,300.5,309.9,1552,41.3,116,0
7135,9146,2,300.5,310.0,1406,50.2,119,0
7136,5288,1,300.5,309.9,1443,48.3,122,0
7137,9147,2,300.5,309.9,1343,63.7,124,0
7138,9148,2,300.6,310.0,1486,41.2,127,0
7139,5289,1,300.6,310.1,1297,50.0,130,0
7140,5290,1,300.6,310.1,1495,42.3,132,0
7141,5291,1,300.5,309.9,1382,46.5,134,0
7142,9149,2,300.4,309.8,1356,44.4,136,0
7143,706,0,300.3,309.7,1452,41.5,139,0
7144,707,0,300.3,309.7,1582,30.8,144,0
7145,9150,2,300.4,309.8,1517,40.3,149,0
7146,5292,1,300.5,310.0,1413,44.5,152,0
7147,5293,1,300.4,309.9,1496,31.8,154,0
7148,5294,1,300.3,309.8,1466,41.2,156,0
7149,9151,2,300.3,309.8,1617,40.8,158,0
7150,5295,1,300.2,309.8,1506,41.8,161,0
7151,5296,1,300.2,309.8,1401,49.3,163,0
7152,708,0,300.2,309.9,1906,22.9,165,0
7153,5297,1,300.2,309.9,1566,36.4,170,0
7154,5298,1,300.2,310.0,1493,47.3,172,0
7155,5299,1,300.3,310.1,1483,39.9,174,0
7156,9152,2,300.2,309.9,1569,31.2,176,0
7157,9153,2,300.2,310.0,1664,30.7,179,0
7158,5300,1,300.2,310.0,1486,40.1,182,0
7159,5301,1,300.2,310.0,1389,53.6,184,0
7160,5302,1,300.1,310.0,1511,41.7,186,0
7161,9154,2,300.2,310.1,1485,40.5,188,0
7162,5303,1,300.2,310.2,1440,42.9,191,0
7163,5304,1,300.2,310.2,1378,43.9,193,0
7164,9155,2,300.1,310.1,1501,39.3,195,0
7165,9156,2,300.2,310.1,1474,44.0,198,0
7166,5305,1,300.2,310.1,1392,47.9,201,0
7167,9157,2,300.3,310.2,1429,44.7,203,0
7168,5306,1,300.3,310.3,1362,60.3,206,1
7169,5307,1,300.3,310.3,1704,29.5,0,0
7170,5308,1,300.3,310.2,1492,52.3,2,0
7171,9158,2,300.3,310.2,1442,39.5,4,0
7172,9159,2,300.2,310.2,1438,51.5,7,0
7173,9160,2,300.1,310.1,1402,46.6,10,0
7174,5309,1,300.1,310.1,1684,30.8,13,0
7175,5310,1,300.2,310.2,1530,48.5,15,0
7176,5311,1,300.1,310.1,1569,43.5,17,0
7177,5312,1,300.1,310.1,1650,31.6,19,0
7178,5313,1,300.2,310.2,1415,49.6,21,0
7179,5314,1,300.2,310.2,1600,31.5,23,0
7180,5315,1,300.2,310.1,1523,42.3,25,0
7181,9161,2,300.2,310.2,1628,30.3,27,0
7182,5316,1,300.2,310.3,1331,52.1,30,0
7183,5317,1,300.3,310.3,2158,16.8,32,0
7184,5318,1,300.2,310.3,1445,50.9,34,0
7185,9162,2,300.2,310.3,1593,36.1,36,0
7186,5319,1,300.3,310.4,1672,29.2,39,0
7187,9163,2,300.4,310.5,1644,31.4,41,0
7188,5320,1,300.4,310.5,1402,54.3,44,0
7189,5321,1,300.4,310.4,1286,56.8,46,0
7190,5322,1,300.4,310.4,1486,46.3,48,0
7191,5323,1,300.3,310.3,1345,46.3,50,0
7192,5324,1,300.3,310.3,1629,34.1,52,0
7193,9164,2,300.2,310.2,1429,43.8,54,0
7194,5325,1,300.1,310.1,1306,64.7,57,0
7195,5326,1,300.1,310.1,1380,52.6,59,0
7196,9165,2,300.1,310.1,1443,49.3,61,0
7197,709,0,300.1,310.1,1426,42.7,64,0
7198,5327,1,300.0,310.0,1486,41.8,69,0
7199,9166,2,300.0,309.9,1530,34.5,71,0
7200,5328,1,300.0,309.9,1507,41.4,74,0
7201,5329,1,300.0,309.9,1608,33.4,76,0
7202,5330,1,300.0,309.8,1474,40.6,78,0
7203,5331,1,300.0,309.7,1326,61.9,80,0
7204,9167,2,299.8,309.6,1434,48.0,82,0
7205,5332,1,299.8,309.6,1526,41.7,85,0
7206,5333,1,299.8,309.7,1483,39.6,87,0
7207,5334,1,299.8,309.7,1457,51.9,89,0
7208,9168,2,299.7,309.6,1540,34.4,91,0
7209,5335,1,299.8,309.7,1707,29.1,94,0
7210,5336,1,299.8,309.7,1624,34.2,96,0
7211,9169,2,299.8,309.6,1331,50.2,98,0
7212,5337,1,299.8,309.7,1431,40.3,101,0
7213,9170,2,299.8,309.7,1705,28.5,103,0
7214,9171,2,299.8,309.8,1427,45.2,106,0
7215,9172,2,299.9,309.8,1625,41.2,109,0
7216,5338,1,299.9,309.8,1477,47.7,112,0
7217,9173,2,300.0,309.9,1651,28.1,114,0
7218,5339,1,299.9,309.8,1716,28.2,117,0
7219,710,0,299.9,309.8,1400,48.7,119,0
7220,9174,2,299.8,309.7,1556,37.7,124,0
7221,5340,1,299.8,309.7,1429,42.6,127,0
7222,711,0,299.7,309.6,1433,49.6,129,0
7223,9175,2,299.8,309.7,1320,61.7,134,0
7224,5341,1,299.8,309.6,1374,51.6,137,0
7225,5342,1,299.8,309.6,1598,31.0,139,0
7226,9176,2,299.8,309.7,1910,21.8,141,0
7227,5343,1,299.7,309.6,1399,51.3,144,0
7228,5344,1,299.7,309.6,1720,27.1,146,0
7229,712,0,299.8,309.7,1368,47.4,148,0
7230,5345,1,299.8,309.8,1749,33.4,153,0
7231,5346,1,299.8,309.8,1542,39.4,155,0
7232,5347,1,299.8,309.9,1553,36.6,157,0
7233,9177,2,299.9,309.9,1639,42.1,159,0
7234,5348,1,299.9,310.0,1447,45.9,162,0
7235,9178,2,299.8,310.0,1397,48.1,164,0
7236,5349,1,299.8,310.0,1361,53.8,167,0
7237,9179,2,299.8,310.0,1460,37.1,169,0
7238,9180,2,299.8,310.0,1632,33.7,172,0
7239,5350,1,299.8,310.0,1697,36.0,175,0
7240,5351,1,299.8,310.1,1553,42.0,177,0
7241,9181,2,299.9,310.1,1362,56.3,179,0
7242,9182,2,299.9,310.0,1484,42.1,182,0
7243,713,0,299.9,310.1,1447,51.4,185,0
7244,9183,2,300.0,310.2,1393,51.2,190,0
7245,5352,1,300.0,310.2,1760,26.9,193,0
7246,5353,1,300.0,310.1,1477,34.6,195,0
